INVOICE_UPC_CASE,LEN(INVOICE_UPC_CASE),INVOICE_UPC_PACK,LEN(INVOICE_UPC_PACK),INVOICE_PACKAGE_DESCRIPTION
11111111111,11,034100008338,12,HAMMS 16OZ 6/4 CAN
08847400695,11,088474006957,12,S SOHNE FUNF RIES 750ML
11111111111,11,111111111111,12,CANVAS CABERNET SAUVIGNON 12/375
11111111111,11,111111111117,12,KO BIG WAVE 1/6K
08210073850,11,082100738502,12,ARBOR MIST POMEGRANATE 1.5L
08427998028,11,084279980287,12,ASTORIA SPARKLING MOSCATO 750M
00896000043,11,008896000036,12,CUSQUENA 11.2OZ NR 2/12 PK
08210073912,11,082100739127,12,ARBOR MIST CHERRY RED MOSCATO
11111111111,11,085000424988,12,BAREFOOT SPRITZER MOSCATO 6/4/250
85200660490,11,085200600496,12,WINE CUBE CAB SAUV TETRA
85999000709,11,859990007090,12,SCBL CIDR PINCH FLAT HIBI ROSE 6-4PK 16OZ CN
08689102892,11,086891028927,12,RUTH HILL MERLOT +14 750ML
11111111111,11,897853002943,12,CIG MADURO 4/6-12 CAN
11111111111,11,082242013840,12,GNARLY HEAD DOUBLE BLACK 1924
72081593033,11,720815930339,12,CORRALEJO ANEJO TEQ
09998807120,11,099988071201,12,MENAGE A TROIS MERLOT 750ML
80480280017,11,080480280017,12,GREY GOOSE VODKA BAR
08427999902,11,084279999029,12,WHISPERING HILLS CHARD 750ML
11111111111,11,018341751260,12,BAREFOOT BUBBLY BRUT CUVEE 750
11111111111,11,022100050020,12,PABST HARD COFFEE 6/4PK 11OZ CAN
08735642112,11,087356421123,12,CLOS DU BOIS MERLOT 750ML
67582954402,11,675829544051,12,HIVE & HONEY GEWURZT    KROGER
03410062505,11,034100625054,12,ICEHOUSE 4/6 12 OZ LN
11111111111,11,856845002064,12,CATAWBA FARMER TED CREAM ALE 4/6/12CN
11111111111,11,082000762003,12,SMIRNOFF HURRICANE PUNCH 4/6/11.2 BTL
81153801931,11,811538019316,12,BUSHMILL RED BUSH 1.75L
11111111111,11,034100303440,12,M BEST ICE 2/15/12 CN
11111111111,11,669576018682,12,PARADUXX RED BLEND
77644902526,11,077644902526,12,CASK & CREW ORANGE ROASTED
82000752974,11,082000752974,12,BULLEIT RYE WSKY 95
11111111111,11,642860200451,12,FOUNDERS BLUSHING MONK 6/4 12OZ BTLS
80368807503,11,080368807503,12,BEPI TOSOLINI CIVIDINA GRAPPA 1.0L
08576300019,11,085763000191,12,MESSINA ANGEL LH RIES NL 750ML
87712301069,11,087712301069,12,FOUR VIRTUES BB LODI CAB
11111111111,11,085000028421,12,BAREFOOT CHARD 12/500ML TETRA
11111111111,11,034100087555,12,REDDS WICKED BLACK CHERRY 2/12/10 CAN
85200600076,11,085200600076,12,WINE CUBE CAB SAUV
07065593030,11,070655930304,12,MR MRS T MAI TAI PET 1.0L
11111111111,11,111111111117,12,SOUTHERN BARREL YANKEE 1/6 BBL
11111111111,11,111111111117,12,TERRAPIN HOPSECUTIONER 1/6 BBL
11111111111,11,850162008242,12,10 BARREL CRUSH RASPBERRY SOUR 24/12 CAN 4/6
11111111111,11,111111111111,12,ANGRY ORCHARD HARD CIDER CRISP APPLE 5.17G
11111111111,11,111111111117,12,HL GAELIC ALE 1/2K
11111111111,11,088573800029,12,SHINER BIRTHDAY CANDIED PECAN
11111111111,11,865776000094,12,ELOUAN PN 1.5L
11111111111,11,864974000363,12,NOBLE SPICE MERCHANT 6/4/12OZ CAN
88076184299,11,856724006114,12,CASAMIGOS BLANCO TEQ
11111111111,11,898079001086,12,EDUCATED GUESS NORTH COAST CABERNET 12/750
74052211080,11,740522100832,12,BELLS TWO HRTED 4/6NR
11111111111,11,076737250100,12,EVERFRESH MANDARINE OR. MANG 12/24 Z
11111111111,11,082242293334,12,GNARLY HEAD PG
08520021874,11,085200218745,12,SUTTER MERLOT 6/4PK PET 187ML
22100001701,11,022100001701,12,PABST 2/12 12 OZ CAN
11111111111,11,087000303058,12,GUN-BUN CAB 6PK
11111111111,11,078250006189,12,STEEL RESERVE WATERMELON 12/24OZ CAN
11111111111,11,071990316006,12,LIGHT SUITCASE 24/12OZ
11111111111,11,086785560113,12,TRIMBACH RIES
11111111111,11,034100008208,12,MIL BEST ICE 24OZ CAN
11111111111,11,850005297079,12,SUP VARIETY HARD SELTZER 2/12 12OZ CANS
08218420416,11,082184204160,12,JDCC SOUTHERN CITRUS MLT 4/6PK
11111111111,11,851666003344,12,MB COBRA SCARE 4/6/12 CN
11111111111,11,070310016411,12,SEAGRAMS SPIKED BLUE RASPBERRY RUSH 12/1/23.5 CAN
11111111111,11,653149231110,12,FANTINI SANGIOVESE-EMP
08312010329,11,083120103295,12,FRANZIA FRUITY RED SANGRIA 5L
89819025596,11,080887493850,12,BERINGER CA WHITE ZIN SS ON-PREMISE 15/750ML
08224228043,11,082242280433,12,NOBLE VINES 337 CAB +14 750ML
08520002857,11,085200028573,12,VINTAGE CRUSH CHARD 1.5L
85200104598,11,085200028900,12,CALIFORNIA ROOTS ROSE
11111111111,11,055555555550,12,PT MILE LONG 1/2BBL
08520000098,11,085200000982,12,SUTTER PINK MOSCATO 1.5L
08417312378,11,084173123773,12,TOKYO DRIFT 6 PACK CANS
11111111111,11,111111111117,12,YUENGLING LAGER 1/4BBL
11111111111,11,071990480455,12,KEYSTONE LIGHT 2/15/12Z CN
11111111111,11,111111111117,12,NH DRAGON MILK 1/6K
08520061874,11,085200618743,12,SUTTER HM CHARDONNAY
08787263012,11,087872630122,12,STELLA ROSA MOSCATO D ASTI 750
68844450015,11,068844450015,12,ST. PETERS CREAM STOUT BEER 500ML
84837500289,11,848375002898,12,LARKSPUR PINOT NOIR     OREGON KROGER
11111111111,11,706098052067,12,TECHNIQUE CABERNET SAUVIGNON ALEXANDER VALLEY 12/750
08600390392,11,086003903920,12,WOODBRIDGE CHARD LIGHT OAK 1.5
11111111111,11,094799010029,12,GRAHAMS FINE RUBY
11111111111,11,071990170523,12,BLUE MOON 2/15/12 CN
11111111111,11,084279998183,12,ALDI BELLETTI PROSECCO 12/750
11111111111,11,034100989125,12,EMPTY-COORS 1/2 BBL
68149600103,11,681496001032,12,TYRANENA ROCKYS REVENGE 4/6PK
11111111111,11,022100050020,12,PABST HARD COFFEE 6/4/11 CAN 5
08520060048,11,085200600489,12,WINE CUBE P GRIGIO 12PK 500ML
11111111111,11,015203199703,12,WASATCH DEVASTATOR 4/6 12 OZ CAN
11111111111,11,081584013105,12,KENDALL JACKSON VR CHARDONNAY TRAY 12/750
11111111111,11,853928004434,12,ROUGH DAY PN FL
11111111111,11,111111111117,12,KINGS CALLING TROP HOP 1/6 BBL
11111111111,11,892370002759,12,OSO HOP SNACK 4/6 CAN--NEW ENGLAND PALE ALE
11111111111,11,111111111117,12,TERRAPIN HOPSECUTIONER 1/2 BBL
11111111111,11,034100001308,12,RED DOG 12/24OZ CAN
80432500125,11,080432500125,12,JAMESON IRISH WSKY
80480280031,11,080480280031,12,GREY GOOSE VODKA
80686001706,11,080686001706,12,J BEAM BRBN
11111111111,11,083837010008,12,HONIG SB
68935200998,11,689352009987,12,KIM CRAWFORD ROSE NEW ZEALAND 750ML
11111111111,11,111111111111,12,SCOFFLAW DOUBLE POG BASEMENT DOUBLE IPA 5.16G
11111111111,11,016571954369,12,SPARKLING FRUIT PUNCH 12/17OZ BTL
11111111111,11,850633006098,12,BIRDSONG PARADISE CITY SESSION IPA 4PK CAN
11111111111,11,688589001016,12,SHELTON BLUSH
11111111111,11,078000011807,12,7UP 2/12 CAN
11111111111,11,850002665086,12,COMMONHOUSE BROAD PATH BROWN ALE 24/12 CAN 4/6
11111111111,11,111111111117,12,EMPTY NOBLE 1/6 BBL
11111111111,11,835603001396,12,LA POSTA TINTO RED BLEND
11111111111,11,071990480493,12,KEYLIGHTFUL 2/12/12 CN
11111111111,11,723830100091,12,LAGUNITAS IPA 2/12 12 OZ NR
80336389801,11,803363898015,12,BASTIANICH VESPA ROSSO 750ML
11111111111,11,888888888886,12,TH-AVERY BLANK
11111111111,11,094799020165,12,DOW 10 YEAR TAWNY 6PK
11111111111,11,815829011119,12,CAYMAN JACK MARG 12OZ 12PK CAN REPEAL
11111111111,11,034100989163,12,HENRYS ORANGE 4/6/12 BTL
08200078250,11,082000782506,12,SMIRNOFF RWB 4/6LN
86151800262,11,861518002623,12,RANCHO LA GLORIA MANGO 1.5L
11111111111,11,111111111117,12,SYCAMORE MOUNTAIN CANDY 1/2 BBL
11111111111,11,085000007020,12,CARLO ROSSI 3.0 RHINE
11111111111,11,700879400122,12,TK LEGEND 4/6/12 CN
11111111111,11,111111111111,12,SAM ADAMS WINTER LAGER SPICED BOCK 15.5G
11111111111,11,635985800064,12,WHITE CLAW NEW VARIETY #2 2/12 12 OZ CN
99999999990,11,099999999990,12,ENVY ESTATE CABERNET SAUVIGNON 1/12B/750ML
11111111111,11,856411002191,12,PT BLONDE FATALE 6PK BTL
11111111111,11,071990480165,12,KEYSTONE LIGHT 18 PACK CAN
11111111111,11,094799020011,12,DOW FINE TAWNY
85200020560,11,085200020553,12,TRINCHERI SWEET VERMOUTH
11111111111,11,648835011176,12,LAWSON DRY HILLS SAUVIGNON BLANC 2019
08858600189,11,088586001895,12,14 HANDS CAB OL 750ML
08576300021,11,085763000214,12,MESSINA BARREL CAB RSV 750ML
08500002842,11,085000028421,12,BAREFOOT CHARDONNAY TETR 500ML
08500002996,11,085000029961,12,BAREFOOT SAUV BLANC TETRA
11111111111,11,635985200284,12,WHITE CLAW GRAPEFRUIT 4/6 CAN
11111111111,11,839728008872,12,ALDI WILD RANGE IPA 24/330ML
08312000319,11,083120003199,12,OAKLEAF SANGRIA 750ML
85083200426,11,850832004260,12,BREAD & BUTTER CHARD 750ML
08130800333,11,081308003337,12,CHLOE P GRIGIO 750ML
87615300266,11,876153002662,12,CASTELLO DEL POGGIO SWT ROSE 7
03410057340,11,034100573409,12,LITE 18 /12 OZ CAN
08858600449,11,088586004490,12,14 HANDS HOT TO TROT WHITE 750
11111111111,11,078000054408,12,AW CREAM 24/20OZ NR
08224201236,11,082242012362,12,BOTA BOX P NOIR 3PK 3L
08500007130,11,085000026328,12,CARLO ROSSI SANGRIA BORD 6/1.5LT
08520002865,11,085200028658,12,VINTAGE CRUSH MERLOT 6PK 750ML
79966556668,11,799665566685,12,B NEKTAR BLACK FANG 12/500ML
08500002995,11,085000029954,12,BAREFOOT SWEET RED TETRA
08210017924,11,082100179244,12,ARBOR MIST BLCKB MERLOT 1.5L
85752562210,11,085725422108,12,AYINGER BRAU-WEISSE 6/4PK
11111111111,11,817606010780,12,CAPT LAW TEARS OF GREEN IMP IPA 6/4/16OZ CANS
85764100221,11,857641002210,12,BUZZBALLZ SOUR APPLE CHILLER
08689108059,11,086891080598,12,THE FEDERALIST CHARD +14 750ML
08210000952,11,082100009527,12,RICHARDS WILD IRISH ROSE 18%
11111111111,11,111111111111,12,SCOFFLAW POG BASEMENT IPA 15.5G
68149600102,11,681496001025,12,TYRANENA CHIEF BLACKHAWK 4/6PK
80686016762,11,080686016762,12,KNOB CRK BRBN 9YR 100
11111111111,11,085000025246,12,ANDRE BRUT ROSE 750
73995803330,11,739958033302,12,COPPOLA SOFIA ROSE 750ML
73753024029,11,737530126015,12,SCHLFY SUMMER LAG2/12/16
85774001318,11,857744001318,12,JOSH CELLARS CABERNET 18
11111111111,11,850633006159,12,BIRDSONG REWIND LAGER 4PK/16 OZ CAN
08210073936,11,082100739363,12,ARBOR MIST ABRITA STBRY MRG6/4
08308530118,11,083085301187,12,ESTANCIA P NOIR 750ML
08591900119,11,085919001195,12,STE GENEVIEVE TEXAS WHT 1.5L
83804072404,11,083804072404,12,CRIBARI MARSALA
11111111111,11,642860150244,12,FOUNDERS ALL DAY IPA 4/6 12OZ CANS
01235407144,11,001235407144,12,PENFOLDS SHIRAZ CAB KH +14 750
03410007341,11,034100073411,12,BEST LT 30/12 OZ CAN
11111111111,11,635985800064,12,WHITE CLAW #2 VARIETY 2/12 CAN
08689102296,11,086891022963,12,CHAP BELLERUCHE ROSE 750ML
77644902519,11,077644902519,12,CASK & CREW WALNUT TOFFEE WHISKEY
89105510331,11,089105510331,12,JESSE JAMES BOURBON
11111111111,11,111111111117,12,SWEETWATER GUIDE BEER LAGER 15.5G
11111111111,11,022100004177,12,PABST EXTRA 4/6/16 CN
11111111111,11,892850001067,12,RARE EARTH CABERNET SAUVIGNON MADE WITH ORGANIC GRAPES 12/750
11111111111,11,034100012328,12,VIZZY VARIETY 2/12PK CANS
11111111111,11,866166000083,12,BLOWING ROCK CLOUD RISE HAZY IPA 4/6 12OZ CANS
11111111111,11,085000019788,12,SPRING CREEK WHITE ZIN 750
11111111111,11,071990095925,12,BLUE MOON LIGHT SKY 12PK
11111111111,11,089744756732,12,LE ALTANE MONTEPULCIANO WEGMANS
80686022404,11,080686042600,12,KESSLER BLND WSKY 80
85000019658,11,085000019658,12,W BAREFOOT BUBBLY PNKMOS 750ML
77644902526,11,077644902526,12,CASK & CREW ORANGE WHISKEY
11111111111,11,853394005256,12,BRICKWAY MAPLE PECAN BROWN 4/6 12 OZ CN
85200000980,11,085200000982,12,SUTTER PINK MOSCATO 1.5L
11111111111,11,111111111117,12,CHIHUAHUA CERVEZA RICO 1/6 BBL
11111111111,11,555500010726,12,HI WIRE STRONGMAN COFFEE ST 1/6 BBL
11111111111,11,842799960116,12,ALDI EXQUISITE COLLECTION NZ SAUV BLANC 12/750
11111111111,11,111111111117,12,DELIRIUM BA BLACK 1/6 KEG
11111111111,11,111111111111,12,DOGFISH CAMPFIRE AMPLIFIER MILK STOUT 5.16G
83089450102,11,856724006107,12,CASAMIGOS BLANCO TEQ
11111111111,11,835603002447,12,CASA SILVA LOS LINGUES CARMENERE
11111111111,11,850544005340,12,BLAKES GRIZZLY PEAR CIDER 4/6/12Z CN
11111111111,11,081753801830,12,NEWTON SKYSIDE CAB
11111111111,11,604331006788,12,T J CLAIRE PATELIN SAUV BLANC COTES DE GASCOGNE 12/750
82000789673,11,082000789673,12,SMIR SLZPPR 2/12 12 OZC
11111111111,11,856895003844,12,GOLDEN ROAD MANGO CART 24/12 CAN 4/6
68813506943,11,688135069439,12,UPLAND WHEAT 4/6PK
11111111111,11,085000016602,12,STARBOROUGH SAUV BLANC 750
08143470020,11,081434700209,12,BLACK BOX PIN GRI GO PCK 500ML
08591900122,11,085919001225,12,STE GENEVIEVE TEXAS BLUSH 1.5L
83120000327,11,083120000372,12,OAK LEAF P GRIGIO
86000102271,11,860001022711,12,RANCHO LA GLORIA PEACH 1.5L
08380407472,11,083804074729,12,COOKS SPUMANTE          6/4 PK
08600327900,11,086003279001,12,CRAFTERS UNION PINOT GRIG  CAN
08769200004,11,087692000334,12,ANG OR AP 2/12  12 OZ LN
70491114968,11,070491114968,12,FC NA LIME JUICE
96749000746,11,096749000746,12,BLACKHEART SPICED RUM
11111111111,11,111111111117,12,PA HUGER ST IPA 1/2K
08130800132,11,081308001326,12,CUPCAKE PROSECCO 750ML
00000014210,11,000000136450,12,DAL FORNO ROMANO VALP 6PK +14
08139200009,11,081392000090,12,J ROGET X DRY 750ML
11111111111,11,855907004060,12,LTB RED ALE 4/6/12 CAN
11111111111,11,868067000018,12,SECOND SELF THAI WHEAT 4/6/12Z CN
11111111111,11,864619000000,12,BLACK DIAMOND ZINFANDEL 12/750
89991100000,11,089991100000,12,BIANCHI CHARD ELSA 750ML
08484872830,11,084848728302,12,AZ LAZZARONI LIMONCELLO 52 PF
83765407281,11,837654072813,12,METROPOLITAN FLYWHEEL 4/6PK
11111111111,11,754527010706,12,NB VR VARIETY PACK 2/12/12 CN
11111111111,11,635985260875,12,WHITE CLAW MANGO 4/6PK SLIM
80660957579,11,080660957579,12,MODELO ESP 2/12 12 OZ NR
80432400630,11,080432400630,12,GLENLIVET SGL MALT SCOTCH 80
03807520230,11,038075206300,12,VERDI SPUMANTE TRAY PK 750ML
08427998795,11,084279987958,12,BELLA BOLLE SWT RED 6PK 750ML
08427998606,11,084279986067,12,ASTORIA MOSCATO ROSE SPRK 6PK
11111111111,11,895216001060,12,4 LOKO PEACH 12/23.5 CAN
11111111111,11,740522119681,12,BELLS OFFICIAL HAZY IPA 4/6 12OZ CANS
08312000359,11,083120003595,12,STAVE STEEL CAB 750ML
11111111111,11,859086004569,12,HI WIRE BLACKBERRY LIMEADE SESSION SOUR 6PK CANS
11111111111,11,071990320003,12,COORS LIGHT 4/6 16OZ CAN
08520000068,11,085200000685,12,SUTTER P GRIGIO 1.5L
86000102270,11,860001022704,12,RANCHO LA GLORIA MANGO 750ML
08427997763,11,084279977638,12,RISATA MOSCATO DASTI 6PK 750M
11111111111,11,857748004070,12,THUNDERHEAD PRAIRIE PEACH ALE 4/6 12 OZ CAN
11111111111,11,111111111117,12,EMPTY - 1/2 COMMONHOUSE
11111111111,11,111111111111,12,SOUTHBOUND MOUNTAIN JAM SOUTHERN LAGER 5.16G
11111111111,11,602000024477,12,WHITE ELM SKINNY LEGS IPA 4/6 12 OZ CAN
11111111111,11,669576020562,12,DUCKHORN DECOY ROSE
11111111111,11,562180000046,12,THOMAS CREEK RED ALE 1/6 BBL
11111111111,11,853340008553,12,WICKED WEED APPALACHIA 24/12 CAN 4/6
08600325302,11,086003253025,12,CHARLES SMITH MERLOT VEL NWUPC 750ML
11111111111,11,853394005225,12,BRICKWAY NA GINGER BEER 4/6 12 OZ CN
11111111111,11,858989004188,12,BREW DETROIT YUMTOWN
11111111111,11,070310357019,12,GENESEE LT 2/12 CAN
11111111111,11,000000077774,12,EMPTY WESTMALLE 20L KEG
11111111111,11,080432802540,12,SEAGRAMS STRAW. DAIQURI 6/4/11.2
11111111111,11,635985260899,12,WHITE CLAW BLK CHERRY 2/12PK SLIM
11111111111,11,111111111117,12,WW COASTAL LOVE 1/6K
80368009235,11,080368009235,12,BEPI TOSOLINI FRAGOLA STRAWBERRY LIQUEUR
88352118567,11,088352118567,12,ARROW TRIPLE SEC 34
11111111111,11,858426005341,12,K4 DIET STARTS TOMRW 4/6 BTL--CHOCOLATE OATMEAL STOUT
07060980512,11,130000000000,12,0012/750 ET-CETERA CABERNET       SO
11111111111,11,016571953966,12,SPARKLING CRANBERRY FROST 12/17OZ
85227000400,11,852270004031,12,KEW WIDOWMAKR BLK 4/6
99988071744,11,099988071775,12,MENAGE A TROIS LIMELIGHT 3PK
11111111111,11,860569002606,12,FARM ISLAND BREWING ORGANIC IPA 6/4/12OZ
08248813510,11,082488135108,12,KEG DEPOSIT
99999999990,11,099999999990,12,GUY LARMANDIER BRUT 1/12B/750ML
11111111111,11,111111111117,12,ALLAGASH WHITE 1/2 BBL
11111111111,11,071990281519,12,KEYSTONE ICE 2/15/12 CAN
11111111111,11,111111111117,12,FO ALL DAY IPA 1/4K
96749321100,11,096749321100,12,GUCKENHEIMER BLND WSKY
11111111111,11,763312479482,12,STEELE CAB FR
09998807129,11,099988071294,12,MENAGE A TROIS MDNGHT RED 750M
08600309193,11,086003091931,12,MOND P NOIR PVT SEL NL 750ML
08500042388,11,085000423882,12,BAREFOOT SPRITZR CRSP WHT CN4P
85149500600,11,514950060040,12,RM MILKSHAKE STOUT 6/4 16OZ CAN
09998807162,11,099988071621,12,MENAGE A TROIS CAB BBN BRL 750
86151800265,11,861518002654,12,RANCHO LA GLORIA STBRY NEW UPC
08427900295,11,084279002958,12,YES WAY ROSE 4PK CANS
81063103031,11,810631030310,12,EXILE ZOLTAN 4/6PK CAN
08427999404,11,084279994048,12,LE GRAND NOIR ROSE 750ML
89450900800,11,894509008007,12,NEWMANS OWN CAB NL 750ML
11111111111,11,895902001558,12,ASY KEEP ER MOVIN 4/6 CAN--LIGHT PILSNER
08678549400,11,086785494005,12,AU CONTRAIRE P NOIR SON CST+14
08500002272,11,085000022726,12,LIBERTY CREEK MOSCATO
03410000768,11,034100007683,12,ICEHOUSE EDGE 12/24OZ CN
08769230050,11,087692300502,12,SAM A WINTER 4/6/12OZ BTL
11111111111,11,080157132045,12,PAULANER GRAPEFRUIT RADLER 6/4 16.9 OZ CAN
08520011883,11,085200118830,12,SUTTER HM PINK MOSCATO
66957601922,11,669576019221,12,DECOY P NOIR +14 750ML
82000768005,11,082000001188,12,SMIRNOFF WTRMLN VODKA
08427999903,11,084279999036,12,WHISPERING HILLS MERLOT 750ML
08066095623,11,080660956237,12,CORONA LT 18/12 OZ LN
11111111111,11,723830212121,12,LAGUNITAS IPA 2/12 CAN
85000024966,11,085000024966,12,WINKING OWL WHITE BLEN 3LT
11111111111,11,085000017166,12,GALLO T.V. SWEET RED 1.5
08417312387,11,084173123865,12,LADY LUCK 6 PACK CANS
11111111111,11,022100112193,12,PABST 30/12 CAN
80686001409,11,080686001409,12,J BEAM BRBN
81153801168,11,811538011686,12,CUERVO MIX MRG LIME 3/2PK NUPC
11111111111,11,855907004053,12,LTB PEACH PALE 4/6/12 CAN
11111111111,11,034100577070,12,LITE ALUMINUM 15PK
11111111111,11,754527005672,12,NB VOODOO IMPERIAL 12PK BTL
08520002864,11,085200028641,12,VINTAGE CRUSH MOSCATO 6PK 750M
11111111111,11,111111111111,12,TERRAPIN MOO-HOO CHOC STOUT 5.16G
11111111111,11,872887000165,12,FAIRVALLEY SB
11111111111,11,034100008703,12,STEEL RES SP STRW BURST 16OZ 6/4 CAN
80686097204,11,080686097204,12,LEROUX POLISH BLKBRY BRANDY
01722475012,11,017224750123,12,CAYMUS CONUNDRUM 750ML
11111111111,11,813473021232,12,JEKYLL JUICE IPA 24/12 CAN 4/6
11111111111,11,111111111117,12,LAG IPA 1/2K
11111111111,11,034100516741,12,REDDS VARIETY PACK 2/15/12 OZ CN
11111111111,11,083837020007,12,HONIG CAB
11111111111,11,631234400047,12,SWEETWATER 420 STASH BOX 2/12/12 CN
11111111111,11,605330000135,12,HAZLITT RED CAT
11111111111,11,072890000118,12,HEINEKEN 4/6 BTL
11111111111,11,853340008218,12,WICKED WEED APPALACHIA 24/12 CAN 2/12
11111111111,11,856845002057,12,CATAWBA WHITE ZOMBIE WHITE ALE 4/6/12CN
11111111111,11,081054997263,12,CHARLES SHAW RED BLEND ORG GROWN 12/750
11111111111,11,808123100207,12,ZONIN DOC PROSECCO 12/750
11111111111,11,714320900772,12,T J MOONLIGHT & ROSES CDP ROSE 12/750
11111111111,11,111111111117,12,PET FREAKY 220 1/4 BBL -- DOUBLE IPA
80686967668,11,080686967668,12,CRUZAN LIGHT RUM
85650700005,11,856507000025,12,DUVEL KG SINGLE 1/2 BBL
11111111111,11,080660957876,12,NEGRA MODELO 2/12PK LN
11111111111,11,754527008093,12,NB TART LYCHEE 1/6 BBL
11111111111,11,085000016688,12,BAREFOOT MOSCATO 750
11111111111,11,710909750103,12,SEA SUN CHARD -18
11111111111,11,019962777349,12,BADISSA PG
11111111111,11,080432405000,12,FLIGHT SONG BY BRANCOTT SB
88004148249,11,088004148249,12,DR MCGIL CHERRY SCHN
80480355302,11,080480355302,12,BAC LIMON RUM
11111111111,11,709793000180,12,CH LASSEGUE LES CADRANS 6/750
08427998853,11,084279988535,12,BELLA BOLLE MOSC SPRK 6PK 750M
11111111111,11,034100573409,12,LITE 18 PACK CAN
73995816450,11,739958164501,12,COPPOLA P NOIR DIAMOND +14 375
08520000118,11,085200001187,12,SUTTER RED MOSCATO 1.5L
08143450015,11,081434500151,12,BLACKSTONE MERLOT CA 750ML
08974476594,11,089744765949,12,RIUNITE SANGRIA NUPC 1.5L
03807521030,11,038075210307,12,VERDI STRWBRY SPARKLETINI 750M
08974440254,11,089744402547,12,TRAPICHE MALBEC OAK CASK 750ML
82422377953,11,080686835011,12,HORNITOS REP TEQ BAR
66957601924,11,669576019245,12,DECOY CHARD 750ML
78577400039,11,785774000394,12,BENZIGER CAB +14 750ML
00820007814,11,620000000000,12,00SMIRNOFF SELT 4WAYS 2/12C
11111111111,11,700372800150,12,FLORENSAC PICPOUL DE PINET-FL
08012028151,11,080120281510,12,ALMADEN HER CAB SAUV    BNB 5L
18310300001,11,183103000013,12,DR L RIESLING
08823200316,11,088232003167,12,VENDANGE CHARD TETRA 12PK 500M
11111111111,11,793585252635,12,ANTIETAM 1605 RED ALE 4/6/12 CAN
11111111111,11,759446097012,12,LBACH HONEY CRISP APPLE 750 ML
67582954405,11,675829544020,12,HIVE & HONEY RIESLING   KROGER
11111111111,11,851812002078,12,MOTHER EARTH WEEPING WILLOW WIT 4/6 12OZ CAN
11111111111,11,856845002194,12,CATAWBA EVENING JOE 24/12 CAN 4/6
08859611508,11,088596115087,12,LLANO SWEET RED TRAY PK 750ML
08200072904,11,082000729044,12,SMIR RASP 12/24OZ NR
84104416120,11,841044161200,12,FAUSTINO CRIANZA 750ML
11111111111,11,555500011037,12,D9 HAKUNA MATATA IPA 1/6 BBL
11111111111,11,078000000344,12,7UP 8/2 LT
11111111111,11,087692008040,12,TRULY TROPICAL VARIETY 2/12 CAN
11111111111,11,111111111111,12,SALT LIFE LAGER 15.5G
11111111111,11,684746400463,12,CLUBTAILS VARIETY 3/8/16 CAN
11111111111,11,018200284434,12,NATURAL ICE 2/15 CAN
11111111111,11,796238029011,12,PEIRANO ILLUSION RED BLEND
11111111111,11,082242014434,12,GNARLY HEAD 1924 CABERNET
89613600100,11,896136001000,12,INGLENOOK CASK CAB SAUV* 2014
08859610801,11,088596108010,12,LLANO TEMP CELLAR RSV 750ML
09870908858,11,098709088581,12,CATENA MALBEC 750ML
11111111111,11,018341751055,12,BAREFOOT CHARD 750
85200105052,11,085200005055,12,TRINITY OAKS P GRIGIO
11111111111,11,857280008413,12,FLYING EMBERS LEMON ORCHARD HARD KOMBUCHA 12/16OZ CANS
11034500053,11,011034500053,12,M&R ASTI
11111111111,11,080660957111,12,MODELO ESP 18PK CAN
11111111111,11,669576019184,12,DUCKHORN DECOY BRUT CUVEE SPARKLING
11111111111,11,855972008000,12,PRETORIA FIELDS SHOALIE IPA 4/6/12Z CN
11111111111,11,022100050297,12,PABST HD COLD BREW 11OZ 6/4 CAN
11111111111,11,899539000564,12,TERRAPIN HOPSECUTIONER 4/6 CAN 24/12
70491801950,11,070491801950,12,FINEST CALL SWT N SR RTU
11111111111,11,085000021507,12,LIBERTY CREEK PINK MOSCATO 1.5
99999999990,11,099999999990,12,GEOFFROY BRUT EXPRESION 1ER CRU 1/12B/750ML
11111111111,11,725155400009,12,WEST WHITEHILL HIGHLAND MIST 750
11111111111,11,055555555550,12,PT TAPROOM 1/2BBL
08312000207,11,083120002079,12,OAKLEAF CHARD ECO 750ML
11111111111,11,000000077774,12,EMPTY FULLSTEAM SM KEG
80368004315,11,080368004315,12,MAMONT VODKA
08105499541,11,081054995412,12,CELLAR FOUR79 CALIF MERLOT 6PK
11111111111,11,853759000537,12,SOUTHERN TIER ICED MACCHIATO 24/9.6 CAN 6/4
11111111111,11,111111111117,12,ANGRY ORCHARD CRISP APPLE 1/2 BBL
73995808350,11,739958083505,12,COPPOLA SOFIA RIESLING 750ML
11111111111,11,034100008710,12,STEEL RESERVE SPIKED STRAWBERRY 12/24 OZ CN
11111111111,11,022100001817,12,PBR 2/12 16OZ CAN
11111111111,11,076737340801,12,EVERFRESH WATERMELON 12/24 Z
11111111111,11,858426005280,12,K4 NOTELLA CHOC HAZ STOUT 4/6 BTL
80686097600,11,080686097600,12,LEROUX POLISH BLKBRY BRANDY
11111111111,11,111111111111,12,SAM ADAMS BOSTON LAGER 5.17G
11111111111,11,017224710004,12,CAYMUS-SUISUN GRAND DURIF -18
11111111111,11,087692291039,12,SAM ADAMS GAMEDAY BEERS 2/12 12OZ BTL
88110110000,11,088110110000,12,TANQUERAY GIN
11111111111,11,111111111117,12,PALMETTO MANGO IPA 1/2 BBL
